pairID,premise,edited_premise,hypothesis,gold_label,target_label,label
4294610133.jpg#0r1e,"two men are seen talking, one man wears pink and another is sporting a t-shirt for summer school 60th anniversary.","Two men are sitting across each other in silence, one man wears pink and another is sporting a t-shirt for summer school 60th anniversary.",The two men are talking.,entailment,contradiction,0
4546706008.jpg#2r1e,Man and a woman at the side of a table covered in books.,Man and a woman work together at a construction site carrying raw metals.,People near a lot of reading materials.,entailment,contradiction,0
4813951931.jpg#3r1e,A young man in an orange hat walks his bicycle down a street.,A young man in an orange hat rides his bicycle down a street.,A man in an orange hat walks his bike down a street.,entailment,contradiction,0
4013752334.jpg#0r1e,"Two men holding a Chinese lantern that's yellow and red, one man has a drill and the other is smiling.","Two men holding a Chinese lantern that's yellow and red, one man has a drill and the other is frowning.",One smiling man and one man with a drill hold a red and yellow Chinese lantern.,entailment,contradiction,0
3752991046.jpg#0r1e,A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger.,A girl with curly hair and wearing a patriotic shirt is looking at a ladybug sitting on her left index finger.,A girl and a butterfly,entailment,contradiction,0
2536792809.jpg#1r1e,railroad workers working on the tracks at nighttime,Railroad workers rest in their cabins through the night before going out to work on the tracks again the next morning.,there are people outside at night,entailment,contradiction,0
156021287.jpg#2r1e,A young boy is jumping down an inflatable water ride.,A young boy is jumping on his mattress in his bedroom.,A boy is outside,entailment,contradiction,0
3499641634.jpg#0r1e,"A lady teacher warning her students about their behavior in a museum setting, and inviting them to be quite.","A lady teacher warning her students about their behavior in an aquarium setting, and inviting them to be quite.",Students are inside of a museum,entailment,contradiction,0
4742677527.jpg#2r1e,A man is hanging sausages in a market.,A man is hanging flowers in a market.,A person is hanging sausages in a market.,entailment,contradiction,0
4526977553.jpg#2r1e,A woman wearing jeans is walking down the street.,A woman wearing jeans is walking down the stairs in her house.,A person is outside.,entailment,contradiction,0
3364258732.jpg#0r1e,an asian man in a black tracksuit is watching students doing exercised on basketball court.,An asian man in a black tracksuit is watching students doing exercises on a racetrack outside.,people excercise on court,entailment,contradiction,0
6154676236.jpg#0r1e,A female dancer wearing all white dancing while a photographer wearing all white takes her picture.,A female opera singer wearing all white singing while a photographer wearing all white takes her picture.,A girl dancing and photographer take a photo,entailment,contradiction,0
2545363449.jpg#3r1e,A girl in a yellow dress looks at a restaurant building.,A girl in a yellow dress looks at a brown couch inside a furniture store.,A girl in front of a building.,entailment,contradiction,0
317386541.jpg#0r1e,"Two hussars sit perched on horses, dressed in extravagant ceremonial wear, each holding a sabre in their right hand, reigns to the horse in their left.","Two hussars sit on the floor, dressed in extravagant ceremonial wear, each holding a sabre in their right hand.",Two people are on some animals.,entailment,contradiction,0
4021508253.jpg#1r1e,Lady wearing brown jacket with brown boots and orange colored scarf is hearing music while sitting in the train.,Lady wearing brown jacket with brown boots and orange colored scarf sits in silence on a train.,"There is a lady with an orange scarf, brown boots, and brown jacket on the train listening to music.",entailment,contradiction,0
2393059551.jpg#0r1e,A man is standing inside a building under construction filled with bricks and various tools.,A man is sitting at a table inside a newly built aquarium.,a man stands in a construction site,entailment,contradiction,0
2436549353.jpg#0r1n,A boy and girl play together on a pile or rocks in a residential area.,A boy and his father play together on a pile or rocks in a residential area.,The boy and girl are playing together,entailment,contradiction,0
1144865997.jpg#3r1e,Family members standing outside a home.,Family members stand around the kitchen table in their home celebrating Thanksgiving together.,A family is standing outside.,entailment,contradiction,0
6775388196.jpg#1r1e,A boy looks on at an electric device with three batteries inside of it and wires all around.,A boy stands in an empty field practicing karate kicks.,A boy near an item.,entailment,contradiction,0
4255821890.jpg#0r1e,A baby sitting in a highchair looking delighted.,A baby sitting in a highchair crying.,The baby is smiling,entailment,contradiction,0
3125809653.jpg#2r1e,A toddler is intrigued by a toy lego set in a bookstore.,A toddler is intrigued by a woman in a bookstore.,A kid is interested in a toy.,entailment,contradiction,0
3520050692.jpg#1r1e,"A young, well-dressed black man seated behind a drum set and smiling.","A young, well-dressed black man seated behind a drum set and tearing up.",a man is smiling,entailment,contradiction,0
6207347056.jpg#2r1e,A man riding his bike wearing his helmet in front of an audience.,A man riding his skateboard wearing his helmet in front of an audience.,A man is riding his bike,entailment,contradiction,0
2110692070.jpg#0r1e,A white and black spotted dog is running through a grassy area.,A white and black spotted dog is running through a bedroom.,A dog is outdoors.,entailment,contradiction,0
2178064851.jpg#2r1c,A wet child stands in chest deep ocean water.,A wet child stands in their bedroom after a warm bath and gets ready to sleep.,The child s playing on the beach.,entailment,contradiction,0
1402489103.jpg#2r1e,A group of women observing an event while one in military attire takes a photograph,A woman sleeps and her daughter takes a picture.,A group of people are watching something and one takes a picture.,entailment,contradiction,0
4954636046.jpg#2r1e,A man in red shows is bowling with a red ball at a bowling lane with Tecate ads.,A man in red shoes is hitting a red tennis ball at a gym.,The man is bowling.,entailment,contradiction,0
4669598715.jpg#0r1e,A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.,A brown-haired woman in a blue shirt decorated with gold trimmings constructs a sculpture of a gargoyle.,A woman is painting.,entailment,contradiction,0
611910909.jpg#1r1e,a young girl looking down through some leaves from atop a tree.,A young girl sits in her kitchen eating dinner with her parents.,There is a girl outdoors.,entailment,contradiction,0
2468921460.jpg#1r1e,A women's volleyball team plays in a brown and green gymnasium.,A women's volleyball team plays a tournament at a beach in Brazil.,A sports team is in a gym.,entailment,contradiction,0
7599430126.jpg#2r1e,"A man, with a full face mask, sits on a sidewalk playing the guitar.","A man, with a bare face, sits on a sidewalk playing the guitar in the cold, winter months.",A man is wearing a mask,entailment,contradiction,0
3613705104.jpg#2r1e,A man does a skating trick off of graffiti-filled stairs.,A man does a snowboard trick on a mountain slope in the snow.,A man skates outside.,entailment,contradiction,0
610825957.jpg#3r1e,A group of people are in a special formation on a soccer field.,A person kicks a soccer ball around alone on an empty field.,There are at least 2 people.,entailment,contradiction,0
4535433884.jpg#3r1e,A man is doing a task by a body of water on a farm.,A man is doing a task on a landlocked farm.,The man is doing something by the water.,entailment,contradiction,0
3686466222.jpg#1r1e,Two men heavily immersed in a conversation worth having.,A husband and wife talk to each other on the phone from opposite ends of the country.,Two men are talking.,entailment,contradiction,0
1034985636.jpg#3r1e,A man playing an electric guitar on stage.,A man playing a flute on stage.,A man playing guitar on stage.,entailment,contradiction,0
4612143549.jpg#2r1e,Four people walk across stepping stones in a body of water.,Four people sit on a picnic blanket laughing and smiling.,Four people are standing up.,entailment,contradiction,0
4756254503.jpg#0r1e,"A senior citizen wearing a hat, blue button up shirt, Khaki shorts and sandals walking in a park holding two ice cream cones.","A senior citizen wearing a hat, blue button up shirt, Khaki shorts and sandals walks through his kitchen holding two ice cream cones.",The man is outside.,entailment,contradiction,0
19796500.jpg#0r1e,A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air.,A man in a navy blue shirt is tossing a ball with a large smile on his face high into the air.,A man tossing a child into the air.,entailment,contradiction,0
4873132254.jpg#1r1e,"A child is lying on the floor drawing a picture of a girl, with two other children looking on.","A child is lying on the floor drawing a picture of a monkey, with two other children looking on.",A kid draws a picture of a girl,entailment,contradiction,0
2610182024.jpg#3r1e,Three bridesmaids in blue dresses hold the train of a bride's wedding dress.,Three bridesmaids in blue dresses sit on chairs while the bride walks down the aisle alone.,The bridesmaids are assisting the bride.,entailment,contradiction,0
2273038287.jpg#3r1e,Black dog running very fast.,Black dog eats food in a bowl.,A dog is running.,entailment,contradiction,0
4525771890.jpg#1r1e,A young woman is about to descend the stairs into a metro station.,A young woman sits on a bench in a train station waiting for her train.,A young lady is outside the train station,entailment,contradiction,0
486894388.jpg#3r1e,A young male sitting in front of a computer monitor,A young male lays down on his bed listening to music.,Someone is sitting in front of a computer.,entailment,contradiction,0
4503700618.jpg#0r1e,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,A man in a dark long rainproof jacket but dry hair runs in a city that has recently rained.,a man is walking,entailment,contradiction,0
3881645432.jpg#0r1e,An aisle at Best Buy with an employee standing at the computer and a Geek Squad sign in the background.,A man works at an outdoor street event.,The employee is indoors.,entailment,contradiction,0
2503091968.jpg#0r1e,A child is sticking her head out of the 0095 taxi cab and screaming.,A child looks into a taxi cab through a window from the sidewalk.,A child is inside a car.,entailment,contradiction,0
4850342223.jpg#1r1e,A woman on the sidewalk blocks the sun from her eyes to peer down the street.,A woman holds her whole face up to the sun.,A woman covers part of her face.,entailment,contradiction,0
2586028627.jpg#1r1e,a little boy is riding a yellow bicycle across a town square.,A little boy is riding a yellow skateboard across a town square.,A boy has a yellow bike.,entailment,contradiction,0
2314547049.jpg#0r1c,A woman smiles while she opens a red package in front of a table with yarn and glass of liquid on it.,A woman screams while she opens a red package in front of a table as a spider emerges from inside the package.,The woman is yelling at the package.,contradiction,entailment,2
4717058364.jpg#4r1c,Topless girl riding a red bike.,A girl dressed in a yellow shirt and blue pants is riding a red bike down a street.,The woman is wearing a shirt.,contradiction,entailment,2
4913055468.jpg#2r1c,A man and his son riding bikes down the sidewalk.,A man and his son wave at parade floats from the sidewalk.,the man and his son were watching a parade,contradiction,entailment,2
3053000489.jpg#0r1c,Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees.,Two men and a little boy are chasing each other through the woods.,3 men are running,contradiction,entailment,2
484443289.jpg#1r1c,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.,A man wearing a light blue ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.,The man is wearing a blue cap.,contradiction,entailment,2
4986907081.jpg#0r1c,"A person with dark hair in a white shirt is sitting in a chair in water with a ""swim at your own risk"" sign on the wall.",A professional skydiver readies his parachute as he jumps from a small aircraft.,a man jumps out of a plane,contradiction,entailment,2
3287383259.jpg#3r1c,A woman with red-hair staples some papers,A woman with red-hair searches through a stack of papers to find her exam.,There are women shuffling papers.,contradiction,entailment,2
297725738.jpg#1r1c,A man in a purple mascot costume is standing outside of a store while a man and a woman each wearing flamboyant clothing stand off to the side.,A man in a dark green mascot costume is standing outside of a store while a man and a woman each wearing flamboyant clothing stand off to the side.,The costume is green.,contradiction,entailment,2
2936693681.jpg#1r1c,A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background,A small girl with short brown hair is building a sandcastle with her father on a public beach in Florida.,The girl is on a beach.,contradiction,entailment,2
2232518012.jpg#1r1c,The racing greyhounds have broken from the starting gate.,The racing greyhounds rest their heads on a dog bed and close their eyes at midnight.,The greyhounds are lying down to sleep for the night.,contradiction,entailment,2
2271099293.jpg#1r1c,A short-haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background.,A short-haired man in a dark camouflage jacket eats a sandwich that someone hands to him.,a man is eating a sandwich,contradiction,entailment,2
4958466857.jpg#2r1c,Two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash.,Two male homeowners attend a meeting to discuss neighborhood plans for a public pool.,Two men own homes.,contradiction,entailment,2
4951049912.jpg#4r1c,A person is sitting in front of a graffiti covered wall.,A person lays down on his couch to relax in his living room.,A person is laying at home,contradiction,entailment,2
2348557363.jpg#4r1c,This child is on the library steps.,A child disembarks a school bus and waits for her teacher on the steps in the entryway of her elementary school.,The child is on the school steps.,contradiction,entailment,2
2102581664.jpg#4r1c,a dog jumps over the pole.,A dog lays flat with its eyes closed while it naps on the living room carpet.,Dog is asleep on the floor.,contradiction,entailment,2
1384292980.jpg#1r1c,The girls walk down the street.,Two women and their daughters sit down in the middle of a street while taking a break from their walk.,Girls set down in the street.,contradiction,entailment,2
4525922214.jpg#2r1c,A large African American man sitting on a camping chair.,A large African American man participates in the 100 meter track race at the Olympics.,the large black man is running a race,contradiction,entailment,2
2878041967.jpg#4r1c,Children are petting small turtles in the grass.,An employee gathers buckets of algae to feed to a collection of sea turtles in an aquarium exhibit.,The sea turtles are inside the aquarium.,contradiction,entailment,2
6147066205.jpg#0r1c,A sitting man is holding a partially carved stone in front a partially painted wall.,A woman is holding a partially carved stone in front a partially painted wall.,The woman is holding a rock in front of a wall.,contradiction,entailment,2
2400461120.jpg#1r1c,"A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.",A woman sits on a wooden bench underneath a stop sign while waiting for her husband to finish using the bathroom at a highway rest stop.,A woman sitting next to a stop sign near a rest stop bathroom outside.,contradiction,entailment,2
2226898412.jpg#4r1c,A little girl in a pink hat is in a lush green field walking an ox.,A little girl in a pink hat sits on an ox carrying her through the middle of the Sahara.,A little girl is riding her ox in a desert.,contradiction,entailment,2
151155158.jpg#1r1c,A young couple and many others out enjoying themselves at an outdoor street event.,Street event organizers discuss why their venue is empty.,No one has attended the outdoor street event.,contradiction,entailment,2
6140511870.jpg#0r1c,A man wearing a white shirt and blue jeans as well as a mask over his mouth stokes a fire.,A firefighter wearing a face mask uses a hose to put out a local house fire.,A guy in cloth pants and shirt is wearing something on his face to protect hist lungs puts out a fire.,contradiction,entailment,2
4970631613.jpg#0r1c,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly.","A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks to her right to see her smiling husband looking to his left.",A man smiles to his left,contradiction,entailment,2
7513836082.jpg#2r1c,A father and his daughter are riding a lawn mover down a street while dressed in American colors.,A father and his son are using lawn shears to trim their front lawn.,two men cut grass by hand,contradiction,entailment,2
4704939941.jpg#1r1c,A man wearing a straw hat sitting in a chair holding the leash on a dog who is laying on the sidewalk next to him.,A man wearing a backwards baseball hat sitting in a chair holding the leash on a dog who is laying on the sidewalk next to him.,The man is wearing a baseball cap.,contradiction,entailment,2
7803420092.jpg#4r1c,A man preparing to bat in a baseball game.,A women's baseball team watches as their star pitcher throws a curveball.,The woman is playing baseball.,contradiction,entailment,2
8180138587.jpg#2r1c,A family with young children sits down outside.,A father holds his children's hands and his dog's leash as he takes them on a walk in the park.,A father is walking the dog with his children.,contradiction,entailment,2
8174939463.jpg#1r1c,Two girls are sitting on a park bench one is looking at her phone and the other is looking on.,Two girls frantically look at their final exam during a class period while scribbling answers down on their papers.,The two girls are at school taking an exam.,contradiction,entailment,2
6314475602.jpg#4r1c,A man wearing a kilt has thrown a large pole.,A man puts on a dance performance on a hockey field.,A man is dancing thru the field.,contradiction,entailment,2
4920455740.jpg#4r1c,A man draws a caricature of a woman.,A mechanic puts a fresh coat of paint on a used car.,A man painting a car.,contradiction,entailment,2
7002845832.jpg#3r1c,There are a group of track runners bracing to take off.,A team of track and field athletes travel to a competition on an aircraft.,The  track runners are sitting on an airplane,contradiction,entailment,2
6273518057.jpg#0r1c,A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.,A man is celebrating his championship victory while smiling and shooting a paintball gun in the air with his teammate.,A man is celebrating his victory while smiling and shooting guns in the air,contradiction,entailment,2
3216316010.jpg#3r1c,A blond woman in a white shirt demonstrates her talents to a crowd.,A kid with black hair performs a hip hop dance for an audience at a talent show.,A dark haired kid dances for the crowd.,contradiction,entailment,2
4826608043.jpg#0r1c,People landscaping and gardening the areas around the walkway.,A family plants a new crop of herbs in their indoor kitchen herb garden.,People are planting in their homes.,contradiction,entailment,2
110595925.jpg#0r1c,A man in aerodynamic gear riding a bicycle down a road around a sharp curve.,A professional skier competes in the winter Olympics.,the man is skiing,contradiction,entailment,2
37791887.jpg#0r1c,A group of children divided into a maroon team and a blue team playing a soccer game.,A group of men compete in an company-wide basketball tournament at their local gym.,Men are playing basketball.,contradiction,entailment,2
533363682.jpg#1r1n,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",Two professional karate instructors demonstrate a jump kick for their students.,two people do jump kicks,contradiction,entailment,2
2353088412.jpg#4r1c,Dog running with pet toy being chased by another dog.,A gray and white cat runs behind a large brown dog.,A dog is being chased by a cat,contradiction,entailment,2
2562377955.jpg#0r1c,"A boy in an orange ""Spring Hill"" ball team uniform, pitching the ball.","A girl in an orange ""Spring Hill"" ball team uniform, throws a large orange ball with black lines into a basketball hoop.",A girl plays basketball.,contradiction,entailment,2
458160846.jpg#2r1c,A black and white picture of a city street with a food vendor in the foreground.,A person looks up at the gray sky.,The colors has disappeared form the world.,contradiction,entailment,2
3248676970.jpg#2r1c,A performance group is staged in one collective motion.,Students sit in their individual dormitories studying during finals.,The group is separate from one another.,contradiction,entailment,2
1094462889.jpg#0r1c,A brown dog plays in a deep pile of snow.,A large brown dog chases a man in a postal service uniform down a neighborhood street. ,A brown dog is running down the road chasing the mailman,contradiction,entailment,2
4774744625.jpg#3r1c,Three men are sitting outside on chairs with red seats.,Three brothers sit around the dinner table in their kitchen waiting to eat food.,Three men are sitting at the kitchen table.,contradiction,entailment,2
2359499627.jpg#0r1c,Two men wearing dingy blue clothing are doing their job on a boat.,Two brothers drive a rental car through a forest in the middle of the night.,Two men are driving a car in a forest.,contradiction,entailment,2
2513594933.jpg#2r1c,Many people have decided to take a rest on the steps.,Members of a professional running club win the Boston Marathon by running at high speeds.,The people are all running very fast in the Boston Marathon.,contradiction,entailment,2
2605279520.jpg#4r1c,Three women are dancing among the bamboo.,A professional fencing team compete at a fencing competition.,A group of men are fencing.,contradiction,entailment,2
2173312932.jpg#0r1c,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,"An owner unwraps a new, pristine tennis ball to play with his dog.",The tennis ball is clean.,contradiction,entailment,2
438639005.jpg#3r1c,Two small children walk away in a field.,A man and his toddler daughters sit on a picnic blanket in the park enjoying ice cream cones.,"Two small children are sitting down, eating ice cream.",contradiction,entailment,2
4873091038.jpg#2r1c,Two people walk up to a brick building with a colorful mural on its side.,"Two brothers sit in a taxi driving look out the window and notice a large, red brick building.",Two men riding in a car past a brick building.,contradiction,entailment,2
5248756214.jpg#0r1c,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",A man buys something at a gas station.,A man is buying a lottery ticket.,contradiction,neutral,2
2641049916.jpg#2r1c,A kid with his face painted is at the top of a concrete structure with asterisks carved inside.,A kid lays down with a smile on his face.,The kid is laying in a pool.,contradiction,neutral,2
4002498838.jpg#4r1c,The man in colorful shorts is barefoot.,A person gets dressed for an event.,The man wears black pants and dress shoes.,contradiction,neutral,2
2113124815.jpg#2r1c,"Two babies, one in red, asleep in their highchairs.",Two babies on a beach with their parents.,babies making poopies while playing in the sand on a Florida beach,contradiction,neutral,2
3411022255.jpg#1r1c,Four people and a baby are crossing the street at a crosswalk.,A family rides the bus to see baseball game at a local park.,People and a baby riding the bus.,contradiction,neutral,2
6899247616.jpg#4r1c,A woman finishing a marathon race.,A woman takes part in a track and field marathon.,The woman is not going to finish the race.,contradiction,neutral,2
2847633529.jpg#0r1c,A couple has been photographed through a gap in the fence while they are sitting near the water.,A couple stands together and kiss one another on their wedding anniversary.,The couple is standing next to a cake.,contradiction,neutral,2
4749092674.jpg#2r1c,A man with a tan jacket with a full grocery bag is crossing the street.,A man carries a full grocery bag and crosses the street.,The man is wearing nothing but a t shirt.,contradiction,neutral,2
2923891109.jpg#4r1c,the white dog is carrying a ball in its mouth.,A dog chews its food.,A white dog is chewing on his food.,contradiction,neutral,2
927420680.jpg#4r1c,The man walks among the large trees.,A man walks on a sidewalk.,The mas is walking next to dogs.,contradiction,neutral,2
3132903412.jpg#0r1c,"A couple dressed in coats, hats, and scarves are standing in the snow.",A couple stand next to each other smiling and posing for a picture. ,The couple stood on the beach together.,contradiction,neutral,2
2624979508.jpg#4r1c,Artists install a new exhibit in a gallery.,Artists look at a screen and smile.,Artists are watching the tv.,contradiction,neutral,2
3366904106.jpg#0r1c,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp.","A man in an orange shirt, maneuvers a skateboard at the top of a ramp.",An old man rides a skateboard.,contradiction,neutral,2
6490573135.jpg#2r1c,"A photographer is taking photos of a hockey game, but he is protecting himself from harm by wearing a helmet.",A person uses an x-ray machine.,A photographer is taking x-rays of a hockey game,contradiction,neutral,2
4959476952.jpg#2r1c,Women are working and digging in a field.,Women sit together and chat while smiling and laughing.,Women are sitting on a grassy field.,contradiction,neutral,2
4089350664.jpg#4r1c,A man in a army uniform is holding a picture with trees in it.,A man on a boat jumps into the ocean.,"The man, wearing scuba gear, jumps off the side of the boat into the ocean below.",contradiction,neutral,2
1464120327.jpg#3r1c,Little boy peering into a glass display case.,A girl moves around the banks of a river.,a girl is walking,contradiction,neutral,2
4977435809.jpg#3r1c,Businessman walking as two arrows point to him.,A man jogs around a neighborhood park.,A guy is jogging in a sweatsuit.,contradiction,neutral,2
4889806295.jpg#0r1c,A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.,A person wearing a shite short-sleeved shirt kisses their dog.,A man is kissing a dog,contradiction,neutral,2
3430782104.jpg#0r1c,A person attempts to rope a black cow while riding a horse.,A woman rides a mammal across the a desert for the first time.,The person is on a camel.,contradiction,neutral,2
4655980982.jpg#3r1c,A man is playing drums with a band.,A man sings at a concert.,A man is singing with a band.,contradiction,neutral,2
4503700618.jpg#0r1c,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,A man is at a bar.,the man is sitted in the bar,contradiction,neutral,2
1891462514.jpg#2r1c,A woman in a white hijab digs into the ground.,A farmer feeds a litter of hungry pigs.,the pigs eat dogs,contradiction,neutral,2
2234018985.jpg#4r1c,A small dog looking up to his loving owner.,A group of women carry bags while walking.,Some people are shopping.,contradiction,neutral,2
3381161854.jpg#3r1c,two dogs run across the woods.,A dog lays flat with its eyes closed.,The dogs laid down on the rug,contradiction,neutral,2
3240570205.jpg#0r1c,"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.",One young boy in a yellow long-sleeved shirt and jeans wears a blindfold.,A young boy juggling three red balls while blindfolded.,contradiction,neutral,2
7173939318.jpg#3r1c,A boat pear with people boarding and disembarking some boats.,A group of people attend a race.,people are at a nascar race,contradiction,neutral,2
134857559.jpg#4r1c,A band performing at a local bar or club.,A band performing in front of a group of people.,The band is playing music at a large venue,contradiction,neutral,2
5964395383.jpg#2r1c,An old man in a gray shirt smiles at the camera while doing laundry in a small room.,An old man in a gray shirt looks at the camera while doing laundry in a small room.,The man frowns at the camera,contradiction,neutral,2
4484802872.jpg#2r1c,A man in an overcoat putting on his gloves at a subway station.,A man in an overcoat putting on his gloves while boarding a vehicle.,A man is taking the bus.,contradiction,neutral,2
2890113532.jpg#0r1c,A brown dog and a black and white dog are running over grassy hills.,A cat lays down on the kitchen floor.,one cat sleeps,contradiction,neutral,2
1486399999.jpg#0r1c,A man in a blue jacket holding a handsaw sawing a pipe on top of a wood fence.,A group of people gather in a library.,Nobody is working.,contradiction,neutral,2
5218130090.jpg#1r1c,"Woman wearing green pants, blue jacket and sunhat carrying food in baskets that are hung over her shoulder.","Woman wearing green pants, blue jacket and sunhat fights with her husband.",They fight over the food they bought,contradiction,neutral,2
524250975.jpg#1r1c,a woman in a brown dress looking at papers in front of a class.,A woman in a dress attends a birthday party.,A woman in a brown dress is a murderous clown at a birthday party.,contradiction,neutral,2
571002259.jpg#3r1c,A tree worker with a hard hat is cutting down a branch.,A person climbs a tree at a park.,A ballerina is climbing a tree.,contradiction,neutral,2
3568918598.jpg#4r1e,Stick figures in the middle of the street.,A child shows a drawing they made to their parents.,A drawing of a street,contradiction,neutral,2
582653438.jpg#0r1c,"Two women are speaking to each other, one sitting and facing away, while the other is standing in a white office.","Two women look at each other, one sitting, while the other is standing in a white office.",The women are not talking to each other.,contradiction,neutral,2
3427118504.jpg#0r1c,The man in the brown shirt is holding the hand of the long-haired child in front of a painting.,The man in the brown shirt is holding the hand of his long-haired child while they go fishing.,A dad and his kid is fishing in the middle of the Pacific ocean.,contradiction,neutral,2
3827245354.jpg#0r1c,"A man wearing a black sweater and a knit cap sits in front of mountain scenery, with a cloudy sky overhead.",A man wearing a black sweater and a knit cap sits on a chair.,A man is indoors.,contradiction,neutral,2
5925544338.jpg#0r1c,"An old man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.",A man is milking a cow.,A farmer is milking the cow.,contradiction,neutral,2
5692076205.jpg#2r1c,Man in plaid shirt sings into microphone while playing an acoustic guitar.,Man in plaid shirt sings holds the hand of a woman in a black shirt and blue jeans.,A man is walking.,contradiction,neutral,2
2813033949.jpg#3r1c,A black and white dog jumps for a tennis ball.,A black and white dog lays on a bed.,A dog is napping on the bed.,contradiction,neutral,2
4963234016.jpg#4r1c,A woman working long hours.,A woman working long hours lays on a bed.,A woman is sleeping.,contradiction,neutral,2
3564907603.jpg#0r1c,"A group of young adults with ""X"" on their hands, smiling.",A group of young adults sit across from each other at a local park.,The group of adults are crying hysterially.,contradiction,neutral,2
4661134609.jpg#0r1c,A group of cleaners are sweeping up animal feces from the street during a parade or festival.,A man wearing a black and blue shirt is walking.,A man walking on water.,contradiction,neutral,2
2717373229.jpg#1r1c,People checking out a car with all its doors open in a parking lot in the city.,A group of people stand next to a car.,Someone is blowing up the car with bombs,contradiction,neutral,2
4931443661.jpg#3r1c,A fisherman using a cellphone on a boat.,A man on a fishing boat is on a fishing trip.,A fisherman is sleeping on his boat.,contradiction,neutral,2
7420985602.jpg#0r1c,"Two men in workers' gear and colorful hard hats standing on board what appears to be a large ship, next to some very large machinery.",Two men in workers' gear and colorful hard hats sit beside the rim of a public pool.,two men are sitting by the pool next to machinery on the boat,contradiction,neutral,2
3500444530.jpg#1r1c,A man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand.,A man works at a restaurant.,a man waits tables insdie,contradiction,neutral,2
6797626960.jpg#4r1c,A boy taking a shot while his team watches anxiously.,A boy rides a vehicle.,A boy is on his bike.,contradiction,neutral,2
